number,mode,landmark_0_x,landmark_0_y,landmark_1_x,landmark_1_y,landmark_2_x,landmark_2_y,landmark_3_x,landmark_3_y,landmark_4_x,landmark_4_y,landmark_5_x,landmark_5_y,landmark_6_x,landmark_6_y,landmark_7_x,landmark_7_y,landmark_8_x,landmark_8_y,landmark_9_x,landmark_9_y,landmark_10_x,landmark_10_y,landmark_11_x,landmark_11_y,landmark_12_x,landmark_12_y,landmark_13_x,landmark_13_y,landmark_14_x,landmark_14_y,landmark_15_x,landmark_15_y,landmark_16_x,landmark_16_y,landmark_17_x,landmark_17_y,landmark_18_x,landmark_18_y,landmark_19_x,landmark_19_y,landmark_20_x,landmark_20_y,point_history_0_x,point_history_0_y,point_history_1_x,point_history_1_y,point_history_2_x,point_history_2_y,point_history_3_x,point_history_3_y,point_history_4_x,point_history_4_y,point_history_5_x,point_history_5_y,point_history_6_x,point_history_6_y,point_history_7_x,point_history_7_y,point_history_8_x,point_history_8_y,point_history_9_x,point_history_9_y,point_history_10_x,point_history_10_y,point_history_11_x,point_history_11_y,point_history_12_x,point_history_12_y,point_history_13_x,point_history_13_y,point_history_14_x,point_history_14_y,point_history_15_x,point_history_15_y
4,0,0.0,0.0,0.02109704641350211,-0.25316455696202533,0.20253164556962025,-0.5358649789029536,0.4388185654008439,-0.7088607594936709,0.6329113924050633,-0.8270042194092827,0.11392405063291139,-0.6286919831223629,0.46835443037974683,-0.7679324894514767,0.6962025316455697,-0.7932489451476793,0.869198312236287,-0.7805907172995781,0.189873417721519,-0.459915611814346,0.5654008438818565,-0.679324894514768,0.8143459915611815,-0.7721518987341772,1.0,-0.810126582278481,0.29535864978902954,-0.2616033755274262,0.7341772151898734,-0.5021097046413502,0.7932489451476793,-0.47257383966244726,0.759493670886076,-0.39662447257383965,0.4177215189873418,-0.07172995780590717,0.7215189873417721,-0.25738396624472576,0.8185654008438819,-0.32489451476793246,0.8523206751054853,-0.35443037974683544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0.0,0.0,0.017543859649122806,-0.2807017543859649,0.18859649122807018,-0.5701754385964912,0.40789473684210525,-0.75,0.5964912280701754,-0.8728070175438597,0.12280701754385964,-0.6710526315789473,0.4780701754385965,-0.8508771929824561,0.6228070175438597,-0.8421052631578947,0.7105263157894737,-0.8201754385964912,0.20175438596491227,-0.5175438596491229,0.6008771929824561,-0.7763157894736842,0.8289473684210527,-0.881578947368421,1.0,-0.9517543859649122,0.31140350877192985,-0.32894736842105265,0.7543859649122807,-0.5789473684210527,0.7192982456140351,-0.5043859649122807,0.6008771929824561,-0.4166666666666667,0.4342105263157895,-0.13596491228070176,0.7631578947368421,-0.35526315789473684,0.7982456140350878,-0.4166666666666667,0.7675438596491229,-0.44298245614035087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0.0,0.0,0.0,-0.29017857142857145,0.13392857142857142,-0.5357142857142857,0.35714285714285715,-0.6517857142857143,0.5491071428571429,-0.6875,0.12946428571428573,-0.6964285714285714,0.5401785714285714,-0.90625,0.7544642857142857,-0.9196428571428571,0.8973214285714286,-0.8928571428571429,0.22321428571428573,-0.53125,0.6071428571428571,-0.8571428571428571,0.8303571428571429,-0.9553571428571429,0.9866071428571429,-1.0,0.34375,-0.34375,0.7455357142857143,-0.6116071428571429,0.71875,-0.5758928571428571,0.6116071428571429,-0.5044642857142857,0.4732142857142857,-0.15625,0.8080357142857143,-0.40625,0.8348214285714286,-0.48660714285714285,0.7946428571428571,-0.5223214285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0.0,0.0,0.008620689655172414,-0.29310344827586204,0.1206896551724138,-0.5258620689655172,0.30603448275862066,-0.6293103448275862,0.4698275862068966,-0.646551724137931,0.125,-0.6810344827586207,0.47844827586206895,-0.8793103448275862,0.646551724137931,-0.8793103448275862,0.75,-0.8663793103448276,0.22844827586206898,-0.5431034482758621,0.5646551724137931,-0.8362068965517241,0.7629310344827587,-0.9353448275862069,0.896551724137931,-1.0,0.3448275862068966,-0.375,0.6939655172413793,-0.6120689655172413,0.7025862068965517,-0.5517241379310345,0.625,-0.4827586206896552,0.46120689655172414,-0.1939655172413793,0.7543103448275862,-0.40948275862068967,0.8017241379310345,-0.4698275862068966,0.7801724137931034,-0.5086206896551724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0.0,0.0,0.004329004329004329,-0.2987012987012987,0.11688311688311688,-0.5324675324675324,0.2987012987012987,-0.645021645021645,0.4675324675324675,-0.6623376623376623,0.12987012987012986,-0.6796536796536796,0.4675324675324675,-0.8658008658008658,0.6147186147186147,-0.8528138528138528,0.6883116883116883,-0.8268398268398268,0.23809523809523808,-0.5497835497835498,0.5714285714285714,-0.8354978354978355,0.7619047619047619,-0.935064935064935,0.8874458874458875,-1.0,0.36363636363636365,-0.3852813852813853,0.7012987012987013,-0.6103896103896104,0.6926406926406926,-0.5497835497835498,0.6103896103896104,-0.47619047619047616,0.47619047619047616,-0.20346320346320346,0.7619047619047619,-0.4199134199134199,0.8008658008658008,-0.47619047619047616,0.7705627705627706,-0.5021645021645021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0.0,0.0,0.013043478260869565,-0.30869565217391304,0.13043478260869565,-0.5347826086956522,0.3130434782608696,-0.6347826086956522,0.47391304347826085,-0.6478260869565218,0.14347826086956522,-0.6782608695652174,0.47391304347826085,-0.8608695652173913,0.6043478260869565,-0.8304347826086956,0.6565217391304348,-0.7956521739130434,0.25217391304347825,-0.5521739130434783,0.5782608695652174,-0.8304347826086956,0.7608695652173914,-0.9347826086956522,0.8869565217391304,-1.0,0.3695652173913043,-0.3869565217391304,0.7,-0.6130434782608696,0.6956521739130435,-0.5565217391304348,0.6173913043478261,-0.48695652173913045,0.4782608695652174,-0.20434782608695654,0.7565217391304347,-0.41739130434782606,0.7913043478260869,-0.46956521739130436,0.7652173913043478,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0.0,0.0,0.013215859030837005,-0.30837004405286345,0.13656387665198239,-0.5330396475770925,0.31718061674008813,-0.6343612334801763,0.4845814977973568,-0.6431718061674009,0.14537444933920704,-0.6740088105726872,0.4801762114537445,-0.8546255506607929,0.6211453744493393,-0.8370044052863436,0.6872246696035242,-0.8061674008810573,0.2599118942731278,-0.5418502202643172,0.5859030837004405,-0.8193832599118943,0.7665198237885462,-0.9251101321585903,0.8898678414096917,-1.0,0.3832599118942731,-0.3788546255506608,0.7092511013215859,-0.6079295154185022,0.7004405286343612,-0.5550660792951542,0.6167400881057269,-0.4845814977973568,0.4933920704845815,-0.19823788546255505,0.7665198237885462,-0.40969162995594716,0.7973568281938326,-0.46255506607929514,0.7709251101321586,-0.4933920704845815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0.0,0.0,0.01327433628318584,-0.30973451327433627,0.12831858407079647,-0.5442477876106194,0.3141592920353982,-0.6592920353982301,0.4778761061946903,-0.6902654867256637,0.13716814159292035,-0.6814159292035398,0.47345132743362833,-0.8495575221238938,0.5973451327433629,-0.8097345132743363,0.6415929203539823,-0.7654867256637168,0.252212389380531,-0.5486725663716814,0.5796460176991151,-0.8185840707964602,0.7610619469026548,-0.9247787610619469,0.8805309734513275,-1.0,0.37168141592920356,-0.38495575221238937,0.7035398230088495,-0.6061946902654868,0.6858407079646017,-0.5486725663716814,0.5973451327433629,-0.4823008849557522,0.4823008849557522,-0.19911504424778761,0.7610619469026548,-0.41150442477876104,0.7699115044247787,-0.4424778761061947,0.7256637168141593,-0.4469026548672566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0.0,0.0,0.008849557522123894,-0.30973451327433627,0.12389380530973451,-0.5353982300884956,0.30973451327433627,-0.6415929203539823,0.47345132743362833,-0.6592920353982301,0.13716814159292035,-0.672566371681416,0.47345132743362833,-0.8407079646017699,0.6106194690265486,-0.8141592920353983,0.672566371681416,-0.7787610619469026,0.252212389380531,-0.5398230088495575,0.5752212389380531,-0.8141592920353983,0.7522123893805309,-0.9247787610619469,0.8716814159292036,-1.0,0.37168141592920356,-0.37610619469026546,0.7035398230088495,-0.6061946902654868,0.6946902654867256,-0.5486725663716814,0.6150442477876106,-0.4823008849557522,0.4823008849557522,-0.19469026548672566,0.7654867256637168,-0.41150442477876104,0.7920353982300885,-0.4646017699115044,0.7610619469026548,-0.4911504424778761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0.0,0.0,0.008771929824561403,-0.3026315789473684,0.13157894736842105,-0.5307017543859649,0.3157894736842105,-0.6491228070175439,0.4780701754385965,-0.6798245614035088,0.14035087719298245,-0.6666666666666666,0.4780701754385965,-0.8377192982456141,0.6052631578947368,-0.8026315789473685,0.6578947368421053,-0.7631578947368421,0.2543859649122807,-0.5350877192982456,0.5745614035087719,-0.8026315789473685,0.7543859649122807,-0.9210526315789473,0.8771929824561403,-1.0,0.37280701754385964,-0.37280701754385964,0.6973684210526315,-0.6008771929824561,0.6885964912280702,-0.5482456140350878,0.6096491228070176,-0.4780701754385965,0.4780701754385965,-0.19298245614035087,0.7587719298245614,-0.40789473684210525,0.7850877192982456,-0.4605263157894737,0.7543859649122807,-0.4824561403508772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
